id,formulario,placa,cod_veh,clase,servicio,modalidad,fuga,codigo
648385,68924000,SGT591,2,BUSETA,PUBLICO,,,261119-2
648386,68924100,BWG110,1,AUTOMOVIL,PARTICULAR,,,261120-1
648387,68924100,VDR424,2,AUTOMOVIL,PUBLICO,,,261120-2
648388,68924200,CEM345,1,AUTOMOVIL,PARTICULAR,,,261121-1
648389,68924200,BHE996,2,AUTOMOVIL,,,,261121-2
648390,68924300,FAJ954,1,AUTOMOVIL,PARTICULAR,,,261122-1
648391,68924300,VDT974,2,AUTOMOVIL,PUBLICO,,,261122-2
648392,68924400,VDS213,1,AUTOMOVIL,PUBLICO,,,261123-1
648393,68924500,AXC18,1,NO IDENTIFICADO,PARTICULAR,,,261124-1
648394,68924600,VDD308,1,MICROBUS,PUBLICO,,,261125-1
648395,68924700,P-E,1,NO IDENTIFICADO,,,,261126-1
648396,68924800,BMN348,1,CAMIONETA,PARTICULAR,,,261127-1
648397,68924800,RZQ63,2,MOTOCICLETA,PARTICULAR,,,261127-2
648398,68924900,FDG798,1,AUTOMOVIL,PARTICULAR,,,261128-1
648399,68924900,FDD445,2,AUTOMOVIL,PARTICULAR,,,261128-2
648400,68925000,BLJ676,1,AUTOMOVIL,PARTICULAR,,,261129-1
648401,68925000,BJN647,2,AUTOMOVIL,PARTICULAR,,,261129-2
648402,68925100,BST180,1,AUTOMOVIL,PARTICULAR,,,261130-1
648403,68925100,SIM891,2,AUTOMOVIL,PUBLICO,,,261130-2
648404,68925100,CNB127,3,AUTOMOVIL,PARTICULAR,,,261130-3
648405,68925200,VDZ281,1,AUTOMOVIL,PUBLICO,,,261131-1
648406,68925200,AWA94,2,MOTOCICLETA,PARTICULAR,,,261131-2
648407,68925300,BNH425,1,AUTOMOVIL,PARTICULAR,,,261132-1
648408,68925300,SGX009,2,BUSETA,PUBLICO,,,261132-2
648409,68925400,BHF084,1,AUTOMOVIL,PARTICULAR,,,261133-1
648410,68925400,BEN540,2,CAMIONETA,PARTICULAR,,,261133-2
648411,68925500,SIK582,1,AUTOMOVIL,PUBLICO,,,261134-1
648412,68925500,VDT645,2,AUTOMOVIL,PUBLICO,,,261134-2
648413,68925600,BKU386,1,AUTOMOVIL,PARTICULAR,,,261135-1
648414,68925600,AQQ23,2,MOTOCICLETA,PARTICULAR,,,261135-2
648415,68925700,RI3711,1,MOTOCARRO,PARTICULAR,,,261136-1
648416,68925800,ALC55,1,MOTOCICLETA,PARTICULAR,,,261137-1
648417,68925900,SIN313,1,AUTOMOVIL,PUBLICO,,,261138-1
648418,68925900,AQC506,2,AUTOMOVIL,PARTICULAR,,,261138-2
648419,68926000,CSV171,1,AUTOMOVIL,PARTICULAR,,,261139-1
648420,68926000,SBG613,2,VOLQUETA,PUBLICO,,,261139-2
648421,68926100,CED415,1,AUTOMOVIL,PARTICULAR,,,261140-1
648422,68926200,SQM035,1,AUTOMOVIL,PUBLICO,,,261141-1
648423,68926200,SIR584,2,AUTOMOVIL,PUBLICO,,,261141-2
648424,68926300,BHN06,1,AUTOMOVIL,PARTICULAR,,,261142-1
648425,68926300,BSD483,2,CAMIONETA,PARTICULAR,,,261142-2
648426,68926300,BDK787,3,CAMIONETA,PARTICULAR,,,261142-3
648427,68926400,SEA604,1,BUSETA,PUBLICO,,,261143-1
648428,68926400,SIR406,2,BUS,PUBLICO,,,261143-2
648429,68926500,BKM825,1,AUTOMOVIL,PARTICULAR,,,261144-1
648430,68926500,SDC486,2,BUSETA,PUBLICO,,,261144-2
648431,68926600,BOX121,1,AUTOMOVIL,PARTICULAR,,,261145-1
648432,68926600,AUG75,2,MOTOCICLETA,PARTICULAR,,,261145-2
648433,68926700,VDP660,1,AUTOMOVIL,,,,261146-1
648434,68926800,BNE865,1,CAMPERO,PARTICULAR,,,261147-1
648435,68926900,SIA163,1,BUS,,,,261148-1
648436,68927000,SGH026,1,BUS,PUBLICO,,,261149-1
648437,68927000,CRC535,2,AUTOMOVIL,PARTICULAR,,,261149-2
648438,68927100,BWF915,1,AUTOMOVIL,PARTICULAR,,,261150-1
648439,68927100,SIH544,2,BUSETA,PUBLICO,,,261150-2
648440,68927200,BMC434,1,AUTOMOVIL,PARTICULAR,,,261151-1
648441,68927200,TEW015,2,BUS,PUBLICO,,,261151-2
648442,68927300,SFS850,1,BUS,PUBLICO,,,261152-1
648443,68927300,BWD827,2,AUTOMOVIL,PARTICULAR,,,261152-2
648444,68927400,OJE945,1,BUS,PARTICULAR,,,261153-1
648445,68927400,BEE894,2,AUTOMOVIL,PARTICULAR,,,261153-2
648446,68927500,SIB324,1,BUS,PUBLICO,,,261154-1
648447,68927500,SHK480,2,AUTOMOVIL,PUBLICO,,,261154-2
648448,68927600,VDN214,1,AUTOMOVIL,PUBLICO,,,261155-1
648449,68927600,DMD666,2,AUTOMOVIL,PARTICULAR,,,261155-2
648450,68927600,AKF904,3,AUTOMOVIL,PARTICULAR,,,261155-3
648451,68927700,FTN104,1,CAMIONETA,PUBLICO,,,261156-1
648452,68927700,ZOF085,2,VOLQUETA,PARTICULAR,,,261156-2
648453,68927800,VDR687,1,AUTOMOVIL,OFICIAL,,,261157-1
648454,68927800,CGW852,2,AUTOMOVIL,PARTICULAR,,,261157-2
648455,68927900,BMD835,1,AUTOMOVIL,PARTICULAR,,,261158-1
648456,68927900,SIL499,2,AUTOMOVIL,PARTICULAR,,,261158-2
648457,68928000,CRU739,1,AUTOMOVIL,PARTICULAR,,,261159-1
648458,68928000,ZIL489,2,AUTOMOVIL,PARTICULAR,,,261159-2
648459,68928000,CIW879,3,AUTOMOVIL,PARTICULAR,,,261159-3
648460,68928100,CEN987,1,AUTOMOVIL,PARTICULAR,,,261160-1
648461,68928100,SHL326,2,AUTOMOVIL,PUBLICO,,,261160-2
648462,68928200,BTV676,1,AUTOMOVIL,PARTICULAR,,,261161-1
648463,68928200,CIN676,2,CAMIONETA,PUBLICO,,,261161-2
648464,68928300,SHB883,1,AUTOMOVIL,PUBLICO,,,261162-1
648465,68928300,BHG76A,2,MOTOCICLETA,OFICIAL,,,261162-2
648466,68928400,VDL489,1,AUTOMOVIL,PUBLICO,,,261163-1
648467,68928400,AWG36,2,BUSETA,PUBLICO,,,261163-2
648468,68928500,BCC778,1,AUTOMOVIL,PARTICULAR,,,261164-1
648469,68928500,OWI062,2,VOLQUETA,PARTICULAR,,,261164-2
648470,68928600,BOF340,1,AUTOMOVIL,PARTICULAR,,,261165-1
648471,68928600,YLL65,2,MOTOCICLETA,PARTICULAR,,,261165-2
648472,68928700,CSH942,1,AUTOMOVIL,PARTICULAR,,,261166-1
648473,68928700,CSP334,2,AUTOMOVIL,PARTICULAR,,,261166-2
648474,68928800,BEL986,1,AUTOMOVIL,PARTICULAR,,,261167-1
648475,68928800,WZC245,2,TRACTOCAMION,PUBLICO,,,261167-2
648476,68928900,BRY569,1,CAMIONETA,PARTICULAR,,,261168-1
648477,68928900,SHG999,2,CAMIONETA,PARTICULAR,,,261168-2
648478,68929000,CSF741,1,AUTOMOVIL,PARTICULAR,,,261169-1
648479,68929000,SGC257,2,BUS,PUBLICO,,,261169-2
648480,68929100,AVL23,1,MOTOCICLETA,PARTICULAR,,,261170-1
648481,68929300,SIP034,1,BUSETA,PUBLICO,,,261171-1
648482,68929400,BAD261,1,AUTOMOVIL,PARTICULAR,,,261172-1
648483,68929400,VDH351,2,AUTOMOVIL,PARTICULAR,,,261172-2
648484,68929500,BFR210,1,AUTOMOVIL,PARTICULAR,,,261173-1
648485,68929500,VDS837,2,AUTOMOVIL,PUBLICO,,,261173-2
648486,68929600,BSX840,1,AUTOMOVIL,PARTICULAR,,,261174-1
648487,68929600,ALD52,2,MOTOCICLETA,PARTICULAR,,,261174-2
648488,68929700,SIB758,1,BUS,PUBLICO,,,261175-1
648489,68929700,SFO528,2,BUS,PUBLICO,,,261175-2
648490,68929800,AOX99B,1,MOTOCICLETA,PARTICULAR,,,261176-1
648491,68929900,BNC218,1,AUTOMOVIL,PARTICULAR,,,261177-1
648492,68929900,UVQ812,2,BUS,PUBLICO,,,261177-2
648493,68930000,ZID800,1,CAMIONETA,PARTICULAR,,,261178-1
648494,68930000,CMH261,2,CAMION ,PARTICULAR,,,261178-2
648495,68930100,BGT366,1,AUTOMOVIL,PARTICULAR,,,261179-1
648496,68930100,SIQ258,2,AUTOMOVIL,PUBLICO,,,261179-2
648497,68930200,SGF259,1,AUTOMOVIL,PARTICULAR,,,261180-1
648498,68930200,CIX192,2,CAMPERO,PARTICULAR,,,261180-2
648499,68930200,OBB864,3,CAMIONETA,PUBLICO,,,261180-3
648500,68930300,BRR890,1,AUTOMOVIL,PARTICULAR,,,261181-1
648501,68930300,VVU41,2,MOTOCICLETA,PARTICULAR,,,261181-2
648502,68930400,BGU721,1,AUTOMOVIL,PARTICULAR,,,261182-1
648503,68930400,SBI263,2,CAMION ,PUBLICO,,,261182-2
648504,68930500,BDU042,1,AUTOMOVIL,PARTICULAR,,,261183-1
648505,68930500,FBG421,2,CAMIONETA,PUBLICO,,,261183-2
648506,68930600,PBC04A,1,MOTOCICLETA,PARTICULAR,,,261184-1
648507,68930700,P-E,1,NO IDENTIFICADO,,,,261185-1
648508,68930800,HJF030,1,AUTOMOVIL,PARTICULAR,,,261186-1
648509,68930800,APD12B,2,MOTOCICLETA,PARTICULAR,,,261186-2
648510,68930900,EMB262,1,AUTOMOVIL,PARTICULAR,,,261187-1
648511,68930900,GSP03A,2,MOTOCICLETA,PARTICULAR,,,261187-2
648512,68931000,AUK65,1,MOTOCICLETA,PARTICULAR,,,261188-1
648513,68931100,AAE13,1,MOTOCICLETA,PARTICULAR,,,261189-1
648514,68931200,BTN957,1,AUTOMOVIL,PARTICULAR,,,261190-1
648515,68931200,P-E,2,NO IDENTIFICADO,,,,261190-2
648516,68931300,MQA121,1,CAMIONETA,PARTICULAR,,,261191-1
648517,68931300,SGU065,2,AUTOMOVIL,PARTICULAR,,,261191-2
648518,68931400,BBQ917,1,CAMIONETA,PUBLICO,,,261192-1
648519,68931500,BNI498,1,AUTOMOVIL,PARTICULAR,,,261193-1
648520,68931600,BEZ593,1,AUTOMOVIL,PARTICULAR,,,261194-1
648521,68931600,P-E,2,BICICLETA,PARTICULAR,,,261194-2
648522,68931700,XYC049,1,CAMPERO,PARTICULAR,,,261195-1
648523,68931700,BLQ572,2,AUTOMOVIL,PARTICULAR,,,261195-2
648524,68931800,VDI139,1,AUTOMOVIL,PUBLICO,,,261196-1
648525,68931800,SWB682,2,BUS,PUBLICO,,,261196-2
648526,68931900,BLE527,1,CAMIONETA,PARTICULAR,,,261197-1
648527,68931900,BMA864,2,AUTOMOVIL,PARTICULAR,,,261197-2
648528,68932000,BFT081,1,AUTOMOVIL,PARTICULAR,,,261198-1
648529,68932000,VDU880,2,AUTOMOVIL,PUBLICO,,,261198-2
648530,68932100,BNE589,1,AUTOMOVIL,PARTICULAR,,,261199-1
648531,68932100,P-E,2,TRACTOCAMION,PARTICULAR,,,261199-2
648532,68932200,BOO713,1,AUTOMOVIL,PARTICULAR,,,261200-1
648533,68932200,VDO400,2,AUTOMOVIL,PUBLICO,,,261200-2
648534,68932300,GNN49,1,MOTOCICLETA,PARTICULAR,,,261201-1
648535,68932300,VDX561,2,AUTOMOVIL,PUBLICO,,,261201-2
648536,68932400,AVC73,1,MOTOCICLETA,,,,261202-1
648537,68932500,XIJ216,1,TRACTOCAMION,PUBLICO,,,261203-1
648538,68932500,BFL965,2,AUTOMOVIL,PARTICULAR,,,261203-2
648539,68932600,MLP175,1,AUTOMOVIL,PARTICULAR,,,261204-1
648540,68932600,BMP524,2,AUTOMOVIL,PARTICULAR,,,261204-2
648541,68932600,SHN550,3,AUTOMOVIL,PUBLICO,,,261204-3
648542,68932600,BIC947,4,CAMIONETA,PARTICULAR,,,261204-4
648543,68932700,BDP215,1,AUTOMOVIL,PARTICULAR,,,261205-1
648544,68932800,SHL907,1,BUS,PUBLICO,,,261206-1
648545,68932900,ANH77,1,MOTOCICLETA,PARTICULAR,,,261207-1
648546,68932900,P-E,2,BICICLETA,PARTICULAR,,,261207-2
648547,68933000,LRO247,1,MOTOCICLETA,PARTICULAR,,,261208-1
648548,68933100,BEC002,1,CAMIONETA,PARTICULAR,,,261209-1
648549,68933200,SYS986,1,CAMIONETA,PUBLICO,,,261210-1
648550,68933200,P-E,2,BICICLETA,PARTICULAR,,,261210-2
648551,68933300,CQR627,1,CAMION ,PUBLICO,,,261211-1
648552,68933300,HYA121,2,AUTOMOVIL,PARTICULAR,,,261211-2
648553,68933400,VDM522,1,BUS,PUBLICO,,,261212-1
648554,68933400,BTG722,2,AUTOMOVIL,PARTICULAR,,,261212-2
648555,68933500,BOL053,1,AUTOMOVIL,PARTICULAR,,,261213-1
648556,68933500,OFK457,2,CAMIONETA,OFICIAL,,,261213-2
648557,68933600,SCB001,1,BUSETA,PUBLICO,,,261214-1
648558,68933600,BJS556,2,AUTOMOVIL,,,,261214-2
648559,68933700,VDW183,1,AUTOMOVIL,PUBLICO,,,261215-1
648560,68933700,VDL291,2,BUS,PUBLICO,,,261215-2
648561,68933800,BBS653,1,CAMPERO,PUBLICO,,,261216-1
648562,68933900,BJW990,1,CAMIONETA,PARTICULAR,,,261217-1
648563,68933900,BTZ607,2,AUTOMOVIL,PARTICULAR,,,261217-2
648564,68934000,NZP35,1,MOTOCICLETA,PARTICULAR,,,261218-1
648565,68934200,BKI902,1,AUTOMOVIL,PARTICULAR,,,261219-1
648566,68934200,YLW79,2,BUSETA,PUBLICO,,,261219-2
648567,68934300,SIL894,1,AUTOMOVIL,PUBLICO,,,261220-1
648568,68934300,VDB829,2,AUTOMOVIL,PUBLICO,,,261220-2
648569,68934400,OSS33,1,MOTOCICLETA,PARTICULAR,,,261221-1
648570,68934500,FTH642,1,AUTOMOVIL,PARTICULAR,,,261222-1
648571,68934500,ORY74A,2,MOTOCICLETA,PARTICULAR,,,261222-2
648572,68934600,UBG765,1,BUSETA,PUBLICO,,,261223-1
648573,68934700,VDM376,1,MICROBUS,PUBLICO,,,261224-1
648574,68934800,LYH131,1,AUTOMOVIL,PARTICULAR,,,261225-1
648575,68934800,JHU46,2,MOTOCICLETA,PARTICULAR,,,261225-2
648576,68934900,SDE928,1,BUSETA,PUBLICO,,,261226-1
648577,68934900,ASK67,2,MOTOCICLETA,PARTICULAR,,,261226-2
648578,68935000,LNR67A,1,MOTOCICLETA,PARTICULAR,,,261227-1
648579,68935100,SIN996,1,AUTOMOVIL,PUBLICO,,,261228-1
648580,68935100,SIQ198,2,AUTOMOVIL,PUBLICO,,,261228-2
648581,68935200,VDU840,1,AUTOMOVIL,PUBLICO,,,261229-1
648582,68935200,VDO926,2,AUTOMOVIL,PUBLICO,,,261229-2
648583,68935200,SNJ295,3,BUS,PUBLICO,,,261229-3
648584,68935400,SHG066,1,BUS,PUBLICO,,,261230-1
648585,68935400,UDF448,2,AUTOMOVIL,PUBLICO,,,261230-2
648586,68935500,BSR953,1,AUTOMOVIL,PARTICULAR,,,261231-1
648587,68935500,KEA27,2,MOTOCICLETA,PARTICULAR,,,261231-2
648588,68935600,CIF33,1,MOTOCICLETA,PARTICULAR,,,261232-1
648589,68935800,VTB61A,1,MOTOCICLETA,PARTICULAR,,,261233-1
648590,68935900,BOA153,1,AUTOMOVIL,PARTICULAR,,,261234-1
648591,68936000,AVN25,1,MOTOCICLETA,PARTICULAR,,,261235-1
648592,68936100,ANY21,1,MOTOCICLETA,PARTICULAR,,,261236-1
648593,68936200,BSO538,1,AUTOMOVIL,PARTICULAR,,,261237-1
648594,68936200,UQX484,2,CAMIONETA,PUBLICO,,,261237-2
648595,68936200,CIT723,3,CAMPERO,PARTICULAR,,,261237-3
648596,68936300,BSH260,1,AUTOMOVIL,PARTICULAR,,,261238-1
648597,68936300,AGA149,2,BUSETA,PARTICULAR,,,261238-2
648598,68936400,SIM252,1,MICROBUS,PUBLICO,,,261239-1
648599,68936400,BCU548,2,AUTOMOVIL,PARTICULAR,,,261239-2
648600,68936500,VDS253,1,AUTOMOVIL,PUBLICO,,,261240-1
648601,68936500,VES381,2,MICROBUS,PUBLICO,,,261240-2
648602,68936600,SHF240,1,BUSETA,PUBLICO,,,261241-1
648603,68936600,SNB496,2,CAMION ,PUBLICO,,,261241-2
648604,68936700,QFY230,1,CAMPERO,PARTICULAR,,,261242-1
648605,68936800,BST839,1,AUTOMOVIL,PARTICULAR,,,261243-1
648606,68936900,BKB620,1,AUTOMOVIL,PARTICULAR,,,261244-1
648607,68936900,SIS706,2,CAMION ,PUBLICO,,,261244-2
648608,68937000,KBF497,1,AUTOMOVIL,PARTICULAR,,,261245-1
648609,68937000,NWA194,2,AUTOMOVIL,PARTICULAR,,,261245-2
648610,68937000,VDH293,3,BUS,PUBLICO,,,261245-3
648611,68937100,SBT57,1,MOTOCICLETA,PARTICULAR,,,261246-1
648612,68937200,DOB56A,1,MOTOCICLETA,PARTICULAR,,,261247-1
648613,68937200,ABA937,2,AUTOMOVIL,PARTICULAR,,,261247-2
648614,68937300,SQT132,1,BUSETA,PUBLICO,,,261248-1
648615,68937400,SIM531,1,AUTOMOVIL,PUBLICO,,,261249-1
648616,68937400,VDF051,2,AUTOMOVIL,PUBLICO,,,261249-2
648617,68937500,SOC095,1,MICROBUS,PUBLICO,,,261250-1
648618,68937500,SGS219,2,AUTOMOVIL,PUBLICO,,,261250-2
648619,68937500,ATT82,3,MOTOCICLETA,PARTICULAR,,,261250-3
648620,68937600,SIS213,1,BUS,PUBLICO,,,261251-1
648621,68937600,DOG98A,2,MOTOCICLETA,PARTICULAR,,,261251-2
648622,68937700,BRN782,1,AUTOMOVIL,PARTICULAR,,,261252-1
648623,68937700,CRZ283,2,AUTOMOVIL,PARTICULAR,,,261252-2
648624,68937800,QFK356,1,CAMIONETA,PUBLICO,,,261253-1
648625,68937800,BPD617,2,AUTOMOVIL,PARTICULAR,,,261253-2
648626,68937900,IBZ068,1,AUTOMOVIL,PARTICULAR,,,261254-1
648627,68937900,P-E,2,,,,,261254-2
648628,68938000,SIS362,1,AUTOMOVIL,PUBLICO,,,261255-1
648629,68938000,AYK462,2,AUTOMOVIL,PARTICULAR,,,261255-2
648630,68938100,BDY422,1,AUTOMOVIL,PARTICULAR,,,261256-1
648631,68938100,BGP432,2,AUTOMOVIL,PARTICULAR,,,261256-2
648632,68938200,BJM091,1,AUTOMOVIL,PARTICULAR,,,261257-1
648633,68938200,SHJ388,2,AUTOMOVIL,PUBLICO,,,261257-2
648634,68938300,SGY425,1,AUTOMOVIL,PUBLICO,,,261258-1
648635,68938300,BRD799,2,AUTOMOVIL,PARTICULAR,,,261258-2
648636,68938400,CIK021,1,AUTOMOVIL,PARTICULAR,,,261259-1
648637,68938400,BNF312,2,AUTOMOVIL,PARTICULAR,,,261259-2
648638,68938500,BOM539,1,AUTOMOVIL,PARTICULAR,,,261260-1
648639,68938500,PAJ127,2,CAMION ,PARTICULAR,,,261260-2
648640,68938600,VDR949,1,BUS,PUBLICO,,,261261-1
648641,68938600,BBV693,2,AUTOMOVIL,PARTICULAR,,,261261-2
648642,68938700,BMS573,1,AUTOMOVIL,PARTICULAR,,,261262-1
648643,68938700,OHT172,2,CAMION ,OFICIAL,,,261262-2
648644,68938800,AKG196,1,CAMION ,PARTICULAR,,,261263-1
648645,68938800,QGR096,2,AUTOMOVIL,PARTICULAR,,,261263-2
648646,68938900,SUL575,1,MICROBUS,PUBLICO,,,261264-1
648647,68938900,VDE511,2,BUS,PUBLICO,,,261264-2
648648,68939000,TFK603,1,CAMION ,PUBLICO,,,261265-1
648649,68939000,TWH198,2,TRACTOCAMION,PUBLICO,,,261265-2
648650,68939100,CRY560,1,CAMIONETA,PARTICULAR,,,261266-1
648651,68939100,VDE773,2,AUTOMOVIL,PUBLICO,,,261266-2
648652,68939300,P-E,1,,,,,261267-1
648653,68939400,AVR56,1,MOTOCICLETA,PARTICULAR,,,261268-1
648654,68939400,ASL21,2,MOTOCICLETA,OFICIAL,,,261268-2
648655,68939500,GDC568,1,AUTOMOVIL,PARTICULAR,,,261269-1
648656,68939600,P-E,1,,,,,261270-1
648657,68939700,SFK368,1,BUS,PUBLICO,,,261271-1
648658,68939800,P-E,1,,,,,261272-1
648659,68939900,GMK309,1,AUTOMOVIL,PARTICULAR,,,261273-1
648660,68939900,VDU001,2,AUTOMOVIL,PUBLICO,,,261273-2
648661,68940000,SUK012,1,AUTOMOVIL,PUBLICO,,,261274-1
648662,68940100,SCW20,1,MOTOCICLETA,PARTICULAR,,,261275-1
648663,68940200,VDU554,1,BUS,PUBLICO,,,261276-1
648664,68940200,VDC125,2,AUTOMOVIL,PUBLICO,,,261276-2
648665,68940300,BRI486,1,AUTOMOVIL,PARTICULAR,,,261277-1
648666,68940300,AEJ955,2,CAMION ,PARTICULAR,,,261277-2
648667,68940400,SIH948,1,BUS,PUBLICO,,,261278-1
648668,68940400,SIS753,2,CAMION ,PUBLICO,,,261278-2
648669,68940500,XIC939,1,CAMION ,PUBLICO,,,261279-1
648670,68940500,P-E,2,BICICLETA,PARTICULAR,,,261279-2
648671,68940600,LQS22A,1,MOTOCICLETA,PARTICULAR,,,261280-1
648672,68940700,SIR059,1,AUTOMOVIL,PUBLICO,,,261281-1
648673,68940700,VDD099,2,AUTOMOVIL,PUBLICO,,,261281-2
648674,68940800,OAJ237,1,CAMIONETA,PARTICULAR,,,261282-1
648675,68940900,BSP685,1,CAMIONETA,PARTICULAR,,,261283-1
648676,68940900,SIA227,2,CAMIONETA,PARTICULAR,,,261283-2
648677,68941000,ZIJ919,1,CAMION ,PARTICULAR,,,261284-1
648678,68941000,SIE033,2,BUS,PUBLICO,,,261284-2
648679,68941100,CRU757,1,VOLQUETA,PARTICULAR,,,261285-1
648680,68941200,BFV611,1,AUTOMOVIL,PARTICULAR,,,261286-1
648681,68941200,BFV611,2,MICROBUS,PUBLICO,,,261286-2
648682,68941300,DYO843,1,AUTOMOVIL,PARTICULAR,,,261287-1
648683,68941300,SGX893,2,BUSETA,PUBLICO,,,261287-2
648684,68941400,SGO313,1,BUS,PUBLICO,,,261288-1
648685,68941400,VDK622,2,BUS,PUBLICO,,,261288-2
648686,68941500,VDU687,1,AUTOMOVIL,PUBLICO,,,261289-1
648687,68941500,VDN070,2,AUTOMOVIL,PUBLICO,,,261289-2
648688,68941500,SIH241,3,AUTOMOVIL,PUBLICO,,,261289-3
648689,68941600,BDY799,1,AUTOMOVIL,PUBLICO,,,261290-1
648690,68941700,AMJ66,1,MOTOCICLETA,,,,261291-1
648691,68941700,SFY21.,2,AUTOMOVIL,PARTICULAR,,,261291-2
648692,68941800,VDU564,1,BUS,PUBLICO,,,261292-1
648693,68941800,SGH029,2,BUS,PUBLICO,,,261292-2
648694,68941900,VDY695,1,AUTOMOVIL,PUBLICO,,,261293-1
648695,68941900,SGG914,2,BUS,PUBLICO,,,261293-2
648696,68942000,SIL895,1,BUS,PUBLICO,,,261294-1
648697,68942100,SKI669,1,CAMION ,PUBLICO,,,261295-1
648698,68942200,SIQ505,1,AUTOMOVIL,PUBLICO,,,261296-1
648699,68942200,BOJ344,2,CAMIONETA,PARTICULAR,,,261296-2
648700,68942300,UDW611,1,AUTOMOVIL,PUBLICO,,,261297-1
648701,68942400,SIS984,1,MICROBUS,PUBLICO,,,261298-1
648702,68942400,SFT817,2,BUS,PUBLICO,,,261298-2
648704,68942400,KEV69,4,MOTOCICLETA,PARTICULAR,,,261298-4
648705,68942500,VDR162,1,AUTOMOVIL,PUBLICO,,,261299-1
648706,68942500,VDZ386,2,AUTOMOVIL,PUBLICO,,,261299-2
648707,68942600,VDK280,1,BUS,PUBLICO,,,261300-1
648708,68942600,SLB945,2,BUSETA,PUBLICO,,,261300-2
648709,68942700,SHB611,1,MICROBUS,PUBLICO,,,261301-1
648710,68942700,LXF474,2,CAMION ,PUBLICO,,,261301-2
648711,68942800,SGO572,1,BUSETA,PUBLICO,,,261302-1
648712,68942800,P-E,2,BICICLETA,PARTICULAR,,,261302-2
648713,68942900,MQC989,1,CAMIONETA,PARTICULAR,,,261303-1
648714,68943200,YNK219,1,TRACTOCAMION,PUBLICO,,,261304-1
648715,68943200,BON189,2,AUTOMOVIL,PARTICULAR,,,261304-2
648716,68943400,MQF566,1,AUTOMOVIL,PARTICULAR,,,261305-1
648717,68943400,BHA994,2,AUTOMOVIL,PARTICULAR,,,261305-2
648718,68943500,SGW342,1,BUS,PUBLICO,,,261306-1
648719,68943500,BOI364,2,AUTOMOVIL,PARTICULAR,,,261306-2
648720,68943600,FUF354,1,AUTOMOVIL,PARTICULAR,,,261307-1
648721,68943600,SDD031,2,BUSETA,PUBLICO,,,261307-2
648722,68943700,AQS21,1,MOTOCICLETA,PARTICULAR,,,261308-1
648723,68943700,SCA247,2,BUSETA,PUBLICO,,,261308-2
648724,68943800,BRL712,1,AUTOMOVIL,PARTICULAR,,,261309-1
648725,68943800,P-E,2,,,,,261309-2
648726,68943900,SND081,1,TRACTOCAMION,PUBLICO,,,261310-1
648727,68944000,VDU596,1,BUS,PUBLICO,,,261311-1
648728,68944000,VDG014,2,AUTOMOVIL,PARTICULAR,,,261311-2
648729,68944100,VDC128,1,AUTOMOVIL,PUBLICO,,,261312-1
648730,68944100,VDU598,2,BUS,PUBLICO,,,261312-2
648731,68944300,SIR789,1,AUTOMOVIL,PUBLICO,,,261313-1
648732,68944300,BSJ582,2,AUTOMOVIL,PARTICULAR,,,261313-2
648733,68944300,SYM213,3,MICROBUS,PUBLICO,,,261313-3
648734,68944500,CHS656,1,AUTOMOVIL,PARTICULAR,,,261314-1
648735,68944500,BLW317,2,AUTOMOVIL,PARTICULAR,,,261314-2
648736,68944600,SFP159,1,BUS,PUBLICO,,,261315-1
648737,68944600,P-E,2,BICICLETA,PARTICULAR,,,261315-2
648738,68944700,VDY754,1,AUTOMOVIL,PUBLICO,,,261316-1
648739,68944700,VDT407,2,AUTOMOVIL,PUBLICO,,,261316-2
648740,68944700,VDV165,3,AUTOMOVIL,PUBLICO,,,261316-3
648741,68944800,VDI330,1,AUTOMOVIL,PUBLICO,,,261317-1
648742,68944800,VDE162,2,MICROBUS,PUBLICO,,,261317-2
648743,68944900,SIE410,1,AUTOMOVIL,PUBLICO,,,261318-1
648744,68944900,FSF557,2,TRACTOCAMION,PUBLICO,,,261318-2
648745,68945000,SID031,1,BUS,PUBLICO,,,261319-1
648746,68945000,SFQ047,2,BUS,PUBLICO,,,261319-2
648747,68945100,ADV501,1,BUSETA,PUBLICO,,,261320-1
648748,68945100,OBF164,2,CAMPERO,OFICIAL,,,261320-2
648749,68945200,BSZ503,1,AUTOMOVIL,PARTICULAR,,,261321-1
648750,68945200,SGD787,2,BUS,PUBLICO,,,261321-2
648751,68945300,SGG899,1,BUS,PUBLICO,,,261322-1
648752,68945300,BCS395,2,AUTOMOVIL,PARTICULAR,,,261322-2
648753,68945400,SIM953,1,BUS,PUBLICO,,,261323-1
648754,68945500,VDU826,1,AUTOMOVIL,PUBLICO,,,261324-1
648755,68945500,SGW507,2,AUTOMOVIL,PUBLICO,,,261324-2
648756,68945600,XHU37A,1,MOTOCICLETA,PARTICULAR,,,261325-1
648757,68945700,SIP348,1,MICROBUS,PUBLICO,,,261326-1
648758,68945700,GRB856,2,AUTOMOVIL,PARTICULAR,,,261326-2
648759,68945800,SGL014,1,MICROBUS,PUBLICO,,,261327-1
648760,68945800,P-E,2,BICICLETA,PARTICULAR,,,261327-2
648761,68945900,VDF885,1,MICROBUS,PUBLICO,,,261328-1
648762,68946000,VDK862,1,MICROBUS,PUBLICO,,,261329-1
648763,68946000,SNJ088,2,TRACTOCAMION,PUBLICO,,,261329-2
648764,68946100,UFT808,1,CAMIONETA,PUBLICO,,,261330-1
